CO,PM10,PM25,NO2,NO,NOX,ville,annee,mois,jour,heure,AQI,temperature,vent,pluie,humidite
,5.2,6.7,0.2,7.0,,GENNEVILLIERS,2025.0,8.0,5.0,19.0,27.916666666666668,3,1,1,1
,6.7,10.3,0.1,10.4,,GENNEVILLIERS,2025.0,8.0,5.0,20.0,42.91666666666667,2,1,2,3
,7.2,14.3,0.1,14.5,,GENNEVILLIERS,2025.0,8.0,5.0,21.0,55.62660944206009,2,2,1,4
,9.7,17.1,0.1,17.2,,GENNEVILLIERS,2025.0,8.0,5.0,22.0,61.51502145922747,4,3,1,2
,9.4,17.4,0.1,17.5,,GENNEVILLIERS,2025.0,8.0,5.0,23.0,62.14592274678112,3,4,2,2
,8.4,17.1,0.1,17.3,,GENNEVILLIERS,2025.0,8.0,6.0,0.0,61.51502145922747,2,1,4,1
,7.7,10.3,0.1,10.3,,GENNEVILLIERS,2025.0,8.0,6.0,1.0,42.91666666666667,3,3,1,4
,7.5,13.0,0.1,13.2,,GENNEVILLIERS,2025.0,8.0,6.0,2.0,52.892703862660944,3,3,2,2
,7.7,14.2,0.1,14.4,,GENNEVILLIERS,2025.0,8.0,6.0,3.0,55.41630901287554,2,2,3,3
,8.0,18.0,0.3,18.5,,GENNEVILLIERS,2025.0,8.0,6.0,4.0,63.407725321888414,2,4,3,3
,,46.9,13.3,67.3,,GENNEVILLIERS,2025.0,8.0,6.0,5.0,129.07035175879398,1,3,4,3
,,49.9,30.8,97.2,,GENNEVILLIERS,2025.0,8.0,6.0,6.0,136.4572864321608,4,1,2,1
,,42.7,20.4,73.9,,GENNEVILLIERS,2025.0,8.0,6.0,7.0,118.7286432160804,2,1,1,1
,11.5,30.4,8.5,43.4,,GENNEVILLIERS,2025.0,8.0,6.0,8.0,89.48497854077253,1,2,3,3
,9.9,30.4,9.1,44.3,,GENNEVILLIERS,2025.0,8.0,6.0,9.0,89.48497854077253,4,1,1,4
,8.6,18.3,5.8,27.2,,GENNEVILLIERS,2025.0,8.0,6.0,10.0,64.03862660944206,2,1,3,2
,6.6,9.4,2.1,12.7,,GENNEVILLIERS,2025.0,8.0,6.0,11.0,39.16666666666667,3,2,2,2
,6.9,10.0,2.4,13.7,,GENNEVILLIERS,2025.0,8.0,6.0,12.0,41.66666666666667,4,2,1,2
,7.2,8.1,1.6,10.5,,GENNEVILLIERS,2025.0,8.0,6.0,13.0,33.75,3,1,4,3
,5.9,8.0,1.3,9.9,,GENNEVILLIERS,2025.0,8.0,6.0,14.0,33.333333333333336,1,4,2,3
,5.3,8.4,1.2,10.4,,GENNEVILLIERS,2025.0,8.0,6.0,15.0,35.00000000000001,2,4,1,3
,5.3,8.4,1.2,10.3,,GENNEVILLIERS,2025.0,8.0,6.0,16.0,35.00000000000001,1,2,3,1
,5.0,8.6,0.9,9.9,,GENNEVILLIERS,2025.0,8.0,6.0,17.0,35.833333333333336,2,4,2,1
,5.0,11.8,1.3,13.7,,GENNEVILLIERS,2025.0,8.0,6.0,18.0,49.16666666666667,2,4,4,3
,4.8,12.6,0.6,13.5,,GENNEVILLIERS,2025.0,8.0,6.0,19.0,52.05150214592275,3,4,3,3
,5.4,21.6,0.4,22.2,,GENNEVILLIERS,2025.0,8.0,6.0,20.0,70.9785407725322,1,2,1,4
,7.3,41.9,0.7,43.0,,GENNEVILLIERS,2025.0,8.0,6.0,21.0,116.75879396984924,3,4,1,2
,7.7,35.2,0.6,36.0,,GENNEVILLIERS,2025.0,8.0,6.0,22.0,99.57939914163092,3,1,2,1
,6.2,32.6,1.3,34.6,,GENNEVILLIERS,2025.0,8.0,6.0,23.0,94.11158798283262,3,1,4,2
,11.3,54.6,2.1,57.8,,GENNEVILLIERS,2025.0,8.0,7.0,0.0,148.03015075376885,1,2,3,3
,13.6,59.5,3.2,64.4,,GENNEVILLIERS,2025.0,8.0,7.0,1.0,153.0653319283456,2,4,2,3
,10.2,54.4,3.2,59.2,,GENNEVILLIERS,2025.0,8.0,7.0,2.0,147.53768844221105,2,3,4,4
,10.2,49.7,3.0,54.3,,GENNEVILLIERS,2025.0,8.0,7.0,3.0,135.96482412060303,1,3,3,4
,9.1,48.2,3.3,53.3,,GENNEVILLIERS,2025.0,8.0,7.0,4.0,132.2713567839196,2,1,4,1
,8.3,50.2,14.6,72.6,,GENNEVILLIERS,2025.0,8.0,7.0,5.0,137.1959798994975,1,1,4,1
,9.0,50.9,33.9,102.8,,GENNEVILLIERS,2025.0,8.0,7.0,6.0,138.91959798994975,1,3,3,2
,10.5,52.3,41.5,115.9,,GENNEVILLIERS,2025.0,8.0,7.0,7.0,142.36683417085428,2,2,1,2
,6.8,28.4,9.2,42.3,,GENNEVILLIERS,2025.0,8.0,7.0,8.0,85.27896995708154,4,4,1,1
,5.9,16.6,3.7,22.3,,GENNEVILLIERS,2025.0,8.0,7.0,9.0,60.46351931330473,3,3,4,3
,5.4,8.3,1.3,10.4,,GENNEVILLIERS,2025.0,8.0,7.0,10.0,34.583333333333336,1,4,4,1
,5.4,6.0,0.7,6.9,,GENNEVILLIERS,2025.0,8.0,7.0,11.0,25.0,1,3,2,2
,5.5,5.0,0.3,5.4,,GENNEVILLIERS,2025.0,8.0,7.0,12.0,20.833333333333336,4,1,1,1
,5.7,5.2,0.3,5.6,,GENNEVILLIERS,2025.0,8.0,7.0,13.0,21.666666666666668,1,4,1,2
,5.8,4.5,0.2,4.8,,GENNEVILLIERS,2025.0,8.0,7.0,14.0,18.75,1,2,4,2
,5.7,4.2,0.1,4.3,,GENNEVILLIERS,2025.0,8.0,7.0,15.0,17.500000000000004,2,4,2,2
,5.7,4.5,0.1,4.7,,GENNEVILLIERS,2025.0,8.0,7.0,16.0,18.75,2,4,2,4
,5.6,4.8,0.3,5.3,,GENNEVILLIERS,2025.0,8.0,7.0,17.0,20.0,4,3,2,3
,5.7,6.6,0.1,6.8,,GENNEVILLIERS,2025.0,8.0,7.0,18.0,27.5,1,2,3,2
,6.5,7.4,0.0,7.4,,GENNEVILLIERS,2025.0,8.0,7.0,19.0,30.833333333333336,3,1,3,3
,6.8,16.3,0.0,16.3,,GENNEVILLIERS,2025.0,8.0,7.0,20.0,59.832618025751074,2,4,3,3
,8.0,19.0,0.0,19.0,,GENNEVILLIERS,2025.0,8.0,7.0,21.0,65.5107296137339,3,4,2,1
,10.1,44.1,0.4,44.8,,GENNEVILLIERS,2025.0,8.0,7.0,22.0,122.17587939698493,3,3,1,4
,13.7,61.8,1.0,63.2,,GENNEVILLIERS,2025.0,8.0,7.0,23.0,154.25289778714435,4,1,3,4
,13.5,52.0,0.9,53.3,,GENNEVILLIERS,2025.0,8.0,8.0,0.0,141.6281407035176,4,3,4,3
,8.4,16.9,0.1,17.0,,GENNEVILLIERS,2025.0,8.0,8.0,1.0,61.09442060085837,1,2,4,3
,11.2,32.3,0.6,33.1,,GENNEVILLIERS,2025.0,8.0,8.0,2.0,93.48068669527896,4,1,4,1
,9.9,38.9,0.6,39.8,,GENNEVILLIERS,2025.0,8.0,8.0,3.0,109.3718592964824,2,2,1,1
,11.0,51.0,5.0,58.7,,GENNEVILLIERS,2025.0,8.0,8.0,4.0,139.16582914572865,1,3,3,2
,10.1,40.0,2.4,43.6,,GENNEVILLIERS,2025.0,8.0,8.0,5.0,112.08040201005024,1,1,1,4
,,50.1,10.9,66.8,,GENNEVILLIERS,2025.0,8.0,8.0,6.0,136.9497487437186,3,2,3,4
,11.5,27.2,5.6,35.7,,GENNEVILLIERS,2025.0,8.0,8.0,7.0,82.75536480686696,3,2,4,3
,6.8,11.6,2.4,15.2,,GENNEVILLIERS,2025.0,8.0,8.0,8.0,48.333333333333336,3,3,4,2
,4.8,7.2,1.6,9.7,,GENNEVILLIERS,2025.0,8.0,8.0,9.0,30.000000000000004,1,1,1,3
,5.6,8.7,1.9,11.6,,GENNEVILLIERS,2025.0,8.0,8.0,10.0,36.25,4,2,3,3
,5.4,6.7,1.1,8.5,,GENNEVILLIERS,2025.0,8.0,8.0,11.0,27.916666666666668,4,4,4,2
,7.0,6.2,0.8,7.4,,GENNEVILLIERS,2025.0,8.0,8.0,12.0,25.833333333333336,4,1,3,4
,8.1,5.2,0.5,6.0,,GENNEVILLIERS,2025.0,8.0,8.0,13.0,21.666666666666668,1,1,3,3
,7.2,5.4,0.6,6.2,,GENNEVILLIERS,2025.0,8.0,8.0,14.0,22.500000000000004,1,4,2,3
,5.9,5.3,0.7,6.4,,GENNEVILLIERS,2025.0,8.0,8.0,15.0,22.083333333333336,1,1,3,1
,6.3,4.7,0.5,5.4,,GENNEVILLIERS,2025.0,8.0,8.0,16.0,19.583333333333336,1,1,1,4
,7.3,6.0,0.5,6.7,,GENNEVILLIERS,2025.0,8.0,8.0,17.0,25.0,1,4,4,3
,9.7,7.2,0.3,7.7,,GENNEVILLIERS,2025.0,8.0,8.0,18.0,30.000000000000004,4,3,1,2
,11.9,13.2,0.2,13.6,,GENNEVILLIERS,2025.0,8.0,8.0,19.0,53.31330472103004,1,2,3,3
,13.1,17.0,0.1,17.2,,GENNEVILLIERS,2025.0,8.0,8.0,20.0,61.30472103004292,4,4,1,1
,13.3,9.4,0.1,9.6,,GENNEVILLIERS,2025.0,8.0,8.0,21.0,39.16666666666667,1,1,4,4
,11.2,7.3,0.2,7.5,,GENNEVILLIERS,2025.0,8.0,8.0,22.0,30.416666666666668,4,2,3,4
,10.8,8.9,0.3,9.3,,GENNEVILLIERS,2025.0,8.0,8.0,23.0,37.083333333333336,2,2,1,1
,9.9,8.4,0.1,8.6,,GENNEVILLIERS,2025.0,8.0,9.0,0.0,35.00000000000001,2,2,3,1
,9.5,8.0,0.0,8.0,,GENNEVILLIERS,2025.0,8.0,9.0,1.0,33.333333333333336,4,3,3,2
,9.7,10.1,0.0,10.1,,GENNEVILLIERS,2025.0,8.0,9.0,2.0,42.083333333333336,2,1,1,1
,9.5,10.1,0.1,10.2,,GENNEVILLIERS,2025.0,8.0,9.0,3.0,42.083333333333336,2,1,3,3
,9.3,11.5,0.1,11.7,,GENNEVILLIERS,2025.0,8.0,9.0,4.0,47.91666666666667,4,2,1,4
,9.2,14.1,0.2,14.3,,GENNEVILLIERS,2025.0,8.0,9.0,5.0,55.20600858369099,1,2,4,4
,9.1,13.2,0.6,14.0,,GENNEVILLIERS,2025.0,8.0,9.0,6.0,53.31330472103004,1,3,3,3
,9.4,14.0,1.9,16.8,,GENNEVILLIERS,2025.0,8.0,9.0,7.0,54.99570815450644,4,3,1,3
,9.1,10.1,2.2,13.4,,GENNEVILLIERS,2025.0,8.0,9.0,8.0,42.083333333333336,3,2,4,3
,8.2,7.3,1.7,9.9,,GENNEVILLIERS,2025.0,8.0,9.0,9.0,30.416666666666668,3,1,2,2
,8.2,5.4,1.0,6.9,,GENNEVILLIERS,2025.0,8.0,9.0,10.0,22.500000000000004,2,4,3,2
,8.2,5.3,0.9,6.6,,GENNEVILLIERS,2025.0,8.0,9.0,11.0,22.083333333333336,3,3,4,3
,8.6,4.7,0.6,5.6,,GENNEVILLIERS,2025.0,8.0,9.0,12.0,19.583333333333336,2,1,3,4
,10.8,4.0,0.4,4.6,,GENNEVILLIERS,2025.0,8.0,9.0,13.0,16.666666666666668,1,3,3,4
,14.6,4.1,0.3,4.5,,GENNEVILLIERS,2025.0,8.0,9.0,14.0,17.083333333333332,4,1,2,3
,16.1,4.3,0.2,4.6,,GENNEVILLIERS,2025.0,8.0,9.0,15.0,17.916666666666668,1,2,4,4
,16.5,4.3,0.2,4.7,,GENNEVILLIERS,2025.0,8.0,9.0,16.0,17.916666666666668,4,3,3,1
,16.2,4.2,0.2,4.6,,GENNEVILLIERS,2025.0,8.0,9.0,17.0,17.500000000000004,3,4,4,2
,14.2,5.8,0.1,6.1,,GENNEVILLIERS,2025.0,8.0,9.0,18.0,24.166666666666668,1,2,2,3
,8.2,8.2,0.1,8.3,,GENNEVILLIERS,2025.0,8.0,9.0,19.0,34.166666666666664,1,3,4,1
,6.8,9.1,0.0,9.1,,GENNEVILLIERS,2025.0,8.0,9.0,20.0,37.91666666666667,2,2,2,2
,6.5,8.2,0.1,8.2,,GENNEVILLIERS,2025.0,8.0,9.0,21.0,34.166666666666664,4,4,4,3
,5.3,7.4,0.0,7.4,,GENNEVILLIERS,2025.0,8.0,9.0,22.0,30.833333333333336,3,3,2,1
,4.9,10.0,0.1,10.1,,GENNEVILLIERS,2025.0,8.0,9.0,23.0,41.66666666666667,1,3,4,2
,4.5,8.5,0.1,8.5,,GENNEVILLIERS,2025.0,8.0,10.0,0.0,35.41666666666667,4,3,1,4
,4.4,8.4,0.1,8.5,,GENNEVILLIERS,2025.0,8.0,10.0,1.0,35.00000000000001,3,1,1,2
,4.5,9.1,0.1,9.3,,GENNEVILLIERS,2025.0,8.0,10.0,2.0,37.91666666666667,1,1,3,2
,4.8,14.3,0.2,14.5,,GENNEVILLIERS,2025.0,8.0,10.0,3.0,55.62660944206009,4,3,2,3
,4.9,13.4,0.2,13.7,,GENNEVILLIERS,2025.0,8.0,10.0,4.0,53.73390557939914,2,2,3,2
,5.1,16.9,1.3,18.8,,GENNEVILLIERS,2025.0,8.0,10.0,5.0,61.09442060085837,1,2,1,3
,5.5,19.0,1.4,21.1,,GENNEVILLIERS,2025.0,8.0,10.0,6.0,65.5107296137339,4,3,3,4
,5.7,15.6,2.7,19.8,,GENNEVILLIERS,2025.0,8.0,10.0,7.0,58.36051502145923,3,4,4,3
,6.1,9.1,2.0,12.2,,GENNEVILLIERS,2025.0,8.0,10.0,8.0,37.91666666666667,3,4,2,2
,6.0,6.5,1.5,8.7,,GENNEVILLIERS,2025.0,8.0,10.0,9.0,27.083333333333336,2,4,2,3
,5.6,6.9,1.7,9.5,,GENNEVILLIERS,2025.0,8.0,10.0,10.0,28.750000000000004,1,1,4,4
,6.4,10.1,2.2,13.4,,GENNEVILLIERS,2025.0,8.0,10.0,11.0,42.083333333333336,2,1,2,3
,6.8,12.8,2.6,16.8,,GENNEVILLIERS,2025.0,8.0,10.0,12.0,52.472103004291846,4,1,2,1
,6.4,10.4,1.7,12.9,,GENNEVILLIERS,2025.0,8.0,10.0,13.0,43.333333333333336,3,1,3,2
,5.8,6.2,0.6,7.3,,GENNEVILLIERS,2025.0,8.0,10.0,14.0,25.833333333333336,2,2,2,1
,5.3,5.3,0.5,6.2,,GENNEVILLIERS,2025.0,8.0,10.0,15.0,22.083333333333336,1,3,1,1
,4.7,5.0,0.5,5.6,,GENNEVILLIERS,2025.0,8.0,10.0,16.0,20.833333333333336,4,3,4,2
,4.6,5.7,1.2,7.6,,GENNEVILLIERS,2025.0,8.0,10.0,17.0,23.750000000000004,1,3,2,3
,4.9,7.3,0.5,8.0,,GENNEVILLIERS,2025.0,8.0,10.0,18.0,30.416666666666668,2,2,1,4
,4.8,10.4,0.4,11.0,,GENNEVILLIERS,2025.0,8.0,10.0,19.0,43.333333333333336,3,4,4,1
,6.3,28.5,0.6,29.3,,GENNEVILLIERS,2025.0,8.0,10.0,20.0,85.4892703862661,3,4,3,4
,8.3,37.8,0.3,38.3,,GENNEVILLIERS,2025.0,8.0,10.0,21.0,106.66331658291456,2,1,3,3
,9.7,35.8,1.1,37.5,,GENNEVILLIERS,2025.0,8.0,10.0,22.0,101.73869346733667,1,1,3,3
,10.1,25.8,0.7,26.9,,GENNEVILLIERS,2025.0,8.0,10.0,23.0,79.81115879828327,1,2,3,1
,11.8,14.6,0.2,15.0,,GENNEVILLIERS,2025.0,8.0,11.0,0.0,56.257510729613735,1,2,1,4
,12.7,11.2,0.1,11.5,,GENNEVILLIERS,2025.0,8.0,11.0,1.0,46.66666666666666,1,4,1,3
,13.9,13.8,0.2,14.1,,GENNEVILLIERS,2025.0,8.0,11.0,2.0,54.57510729613734,3,3,2,2
,14.4,10.9,0.4,11.5,,GENNEVILLIERS,2025.0,8.0,11.0,3.0,45.41666666666667,1,3,2,1
,15.7,20.1,0.2,20.5,,GENNEVILLIERS,2025.0,8.0,11.0,4.0,67.82403433476395,2,2,3,3
,14.7,17.6,0.4,18.2,,GENNEVILLIERS,2025.0,8.0,11.0,5.0,62.56652360515022,2,2,4,1
,15.4,28.4,1.9,31.3,,GENNEVILLIERS,2025.0,8.0,11.0,6.0,85.27896995708154,2,2,4,1
,17.0,32.9,12.3,51.8,,GENNEVILLIERS,2025.0,8.0,11.0,7.0,94.74248927038629,2,1,3,2
,18.5,24.5,6.4,34.3,,GENNEVILLIERS,2025.0,8.0,11.0,8.0,77.07725321888412,1,3,1,3
,18.4,21.8,5.9,30.8,,GENNEVILLIERS,2025.0,8.0,11.0,9.0,71.3991416309013,3,2,1,2
,17.7,16.1,3.7,21.8,,GENNEVILLIERS,2025.0,8.0,11.0,10.0,59.412017167381975,4,2,3,1
,15.1,20.6,4.3,27.0,,GENNEVILLIERS,2025.0,8.0,11.0,11.0,68.8755364806867,1,1,3,3
,12.1,9.2,1.3,11.1,,GENNEVILLIERS,2025.0,8.0,11.0,12.0,38.333333333333336,4,2,1,4
,10.9,7.9,0.9,9.3,,GENNEVILLIERS,2025.0,8.0,11.0,13.0,32.91666666666667,3,3,1,1
,10.4,9.3,1.0,10.9,,GENNEVILLIERS,2025.0,8.0,11.0,14.0,38.75000000000001,1,1,1,3
,9.8,9.1,0.9,10.4,,GENNEVILLIERS,2025.0,8.0,11.0,15.0,37.91666666666667,4,2,3,2
,9.3,10.0,1.7,12.5,,GENNEVILLIERS,2025.0,8.0,11.0,16.0,41.66666666666667,3,3,1,1
,9.3,12.3,1.3,14.2,,GENNEVILLIERS,2025.0,8.0,11.0,17.0,51.4206008583691,4,3,4,3
,9.0,11.9,0.6,12.9,,GENNEVILLIERS,2025.0,8.0,11.0,18.0,49.583333333333336,2,1,1,2
,9.8,19.4,0.5,20.2,,GENNEVILLIERS,2025.0,8.0,11.0,19.0,66.3519313304721,2,3,2,4
,11.1,40.4,0.5,41.1,,GENNEVILLIERS,2025.0,8.0,11.0,20.0,113.06532663316582,3,1,1,2
,13.6,48.3,0.4,49.0,,GENNEVILLIERS,2025.0,8.0,11.0,21.0,132.5175879396985,3,3,2,1
,13.5,32.0,0.3,32.6,,GENNEVILLIERS,2025.0,8.0,11.0,22.0,92.84978540772534,4,2,4,2
,12.8,37.7,0.1,38.0,,GENNEVILLIERS,2025.0,8.0,11.0,23.0,106.41708542713567,3,1,2,3
,12.4,24.9,0.0,24.9,,GENNEVILLIERS,2025.0,8.0,12.0,0.0,77.91845493562232,2,3,3,1
,12.6,19.1,0.0,19.1,,GENNEVILLIERS,2025.0,8.0,12.0,1.0,65.72103004291846,2,1,3,1
,12.1,14.7,0.0,14.7,,GENNEVILLIERS,2025.0,8.0,12.0,2.0,56.46781115879829,1,3,3,3
,12.7,16.8,0.3,17.3,,GENNEVILLIERS,2025.0,8.0,12.0,3.0,60.88412017167382,4,1,4,2
,13.4,22.2,0.1,22.4,,GENNEVILLIERS,2025.0,8.0,12.0,4.0,72.24034334763948,3,2,3,3
,12.8,26.9,0.3,27.4,,GENNEVILLIERS,2025.0,8.0,12.0,5.0,82.12446351931331,3,1,1,3
,13.7,43.5,2.4,47.2,,GENNEVILLIERS,2025.0,8.0,12.0,6.0,120.69849246231156,3,1,4,1
,15.9,51.2,8.6,64.4,,GENNEVILLIERS,2025.0,8.0,12.0,7.0,139.65829145728645,4,2,4,1
,16.9,30.6,5.2,38.6,,GENNEVILLIERS,2025.0,8.0,12.0,8.0,89.90557939914163,2,3,1,3
,17.2,22.1,3.1,26.8,,GENNEVILLIERS,2025.0,8.0,12.0,9.0,72.03004291845494,3,4,1,4
,17.4,16.4,1.6,18.9,,GENNEVILLIERS,2025.0,8.0,12.0,10.0,60.04291845493562,3,2,2,4
,17.2,9.3,0.3,9.8,,GENNEVILLIERS,2025.0,8.0,12.0,11.0,38.75000000000001,2,1,3,4
,13.9,6.0,0.1,6.2,,GENNEVILLIERS,2025.0,8.0,12.0,12.0,25.0,3,2,1,4
,10.4,5.6,0.5,6.4,,GENNEVILLIERS,2025.0,8.0,12.0,13.0,23.33333333333333,1,2,4,2
,10.3,3.5,0.0,3.7,,GENNEVILLIERS,2025.0,8.0,12.0,14.0,14.583333333333334,2,1,4,1
,9.8,3.7,0.0,3.7,,GENNEVILLIERS,2025.0,8.0,12.0,15.0,15.416666666666668,2,1,1,4
,9.0,3.7,0.0,3.7,,GENNEVILLIERS,2025.0,8.0,12.0,16.0,15.416666666666668,2,4,3,3
,9.9,3.9,0.0,3.9,,GENNEVILLIERS,2025.0,8.0,12.0,17.0,16.25,1,2,2,1
,11.8,5.2,0.0,5.2,,GENNEVILLIERS,2025.0,8.0,12.0,18.0,21.666666666666668,2,1,2,2
,13.4,9.2,0.0,9.2,,GENNEVILLIERS,2025.0,8.0,12.0,19.0,38.333333333333336,4,3,3,1
,16.4,18.1,0.0,18.1,,GENNEVILLIERS,2025.0,8.0,12.0,20.0,63.61802575107296,4,3,3,4
,18.1,47.3,2.5,51.1,,GENNEVILLIERS,2025.0,8.0,12.0,21.0,130.05527638190955,4,3,4,2
,19.6,94.2,3.9,100.2,,GENNEVILLIERS,2025.0,8.0,12.0,22.0,170.98208640674395,2,3,1,2
,21.5,82.9,2.5,86.7,,GENNEVILLIERS,2025.0,8.0,12.0,23.0,165.14752370916756,2,2,2,3
,19.0,31.6,0.3,32.1,,GENNEVILLIERS,2025.0,8.0,13.0,0.0,92.00858369098714,2,2,3,3
,17.3,10.0,0.2,10.4,,GENNEVILLIERS,2025.0,8.0,13.0,1.0,41.66666666666667,1,4,4,2
,17.1,9.2,0.2,9.6,,GENNEVILLIERS,2025.0,8.0,13.0,2.0,38.333333333333336,4,2,2,1
,17.3,9.5,0.2,9.8,,GENNEVILLIERS,2025.0,8.0,13.0,3.0,39.583333333333336,3,1,4,3
,17.8,19.9,0.4,20.5,,GENNEVILLIERS,2025.0,8.0,13.0,4.0,67.40343347639485,3,4,4,4
,19.3,49.2,1.8,52.0,,GENNEVILLIERS,2025.0,8.0,13.0,5.0,134.73366834170855,2,2,2,2
,20.1,46.9,3.6,52.5,,GENNEVILLIERS,2025.0,8.0,13.0,6.0,129.07035175879398,1,2,4,1
,22.4,61.9,13.3,82.2,,GENNEVILLIERS,2025.0,8.0,13.0,7.0,154.304531085353,2,1,1,1
,22.1,47.5,8.7,60.7,,GENNEVILLIERS,2025.0,8.0,13.0,8.0,130.54773869346735,3,1,4,3
,20.5,35.2,4.9,42.7,,GENNEVILLIERS,2025.0,8.0,13.0,9.0,99.57939914163092,4,1,1,1
,18.5,,,,,GENNEVILLIERS,2025.0,8.0,13.0,10.0,17.12962962962963,3,3,3,3
,19.9,32.9,3.9,38.8,,GENNEVILLIERS,2025.0,8.0,13.0,11.0,94.74248927038629,4,2,2,1
,18.1,22.3,2.1,25.4,,GENNEVILLIERS,2025.0,8.0,13.0,12.0,72.45064377682404,4,2,4,1
,16.3,18.7,1.4,20.8,,GENNEVILLIERS,2025.0,8.0,13.0,13.0,64.87982832618026,1,2,1,2
,17.1,18.2,1.0,19.8,,GENNEVILLIERS,2025.0,8.0,13.0,14.0,63.82832618025751,3,4,4,1
,17.0,20.2,0.8,21.4,,GENNEVILLIERS,2025.0,8.0,13.0,15.0,68.0343347639485,2,4,4,1
,16.5,33.8,1.0,35.4,,GENNEVILLIERS,2025.0,8.0,13.0,16.0,96.6351931330472,1,4,1,1
,17.1,34.5,0.8,35.7,,GENNEVILLIERS,2025.0,8.0,13.0,17.0,98.10729613733906,4,4,4,4
,,21.0,0.4,21.7,,GENNEVILLIERS,2025.0,8.0,13.0,18.0,69.71673819742489,3,4,2,3
,17.5,17.6,0.2,17.9,,GENNEVILLIERS,2025.0,8.0,13.0,19.0,62.56652360515022,2,1,2,4
,19.5,29.9,0.5,30.7,,GENNEVILLIERS,2025.0,8.0,13.0,20.0,88.43347639484978,1,4,2,2
,20.2,34.3,0.5,35.0,,GENNEVILLIERS,2025.0,8.0,13.0,21.0,97.68669527896996,2,2,2,2
,17.8,31.6,0.7,32.6,,GENNEVILLIERS,2025.0,8.0,13.0,22.0,92.00858369098714,3,3,1,4
,13.6,17.5,0.4,18.0,,GENNEVILLIERS,2025.0,8.0,13.0,23.0,62.35622317596567,2,2,4,1
,14.9,28.5,0.2,28.8,,GENNEVILLIERS,2025.0,8.0,14.0,0.0,85.4892703862661,1,2,1,2
,15.0,24.5,0.4,25.1,,GENNEVILLIERS,2025.0,8.0,14.0,1.0,77.07725321888412,2,1,4,1
,14.3,19.0,0.4,19.6,,GENNEVILLIERS,2025.0,8.0,14.0,2.0,65.5107296137339,3,3,3,3
,13.8,25.1,0.6,25.9,,GENNEVILLIERS,2025.0,8.0,14.0,3.0,78.33905579399142,1,2,4,1
,14.1,25.9,0.5,26.6,,GENNEVILLIERS,2025.0,8.0,14.0,4.0,80.02145922746782,4,1,4,4
,14.2,27.8,1.4,29.9,,GENNEVILLIERS,2025.0,8.0,14.0,5.0,84.01716738197425,1,3,2,1
,14.5,25.0,1.2,26.8,,GENNEVILLIERS,2025.0,8.0,14.0,6.0,78.12875536480686,3,3,4,1
,16.2,27.1,4.9,34.4,,GENNEVILLIERS,2025.0,8.0,14.0,7.0,82.54506437768241,2,1,3,1
,20.9,21.0,4.9,28.6,,GENNEVILLIERS,2025.0,8.0,14.0,8.0,69.71673819742489,4,4,1,3
,21.9,15.0,4.1,21.4,,GENNEVILLIERS,2025.0,8.0,14.0,9.0,57.09871244635193,4,1,2,2
,23.3,13.5,3.6,18.9,,GENNEVILLIERS,2025.0,8.0,14.0,10.0,53.94420600858369,2,1,3,1
,23.2,13.2,2.8,17.5,,GENNEVILLIERS,2025.0,8.0,14.0,11.0,53.31330472103004,3,4,3,2
,22.5,11.1,1.3,13.2,,GENNEVILLIERS,2025.0,8.0,14.0,12.0,46.25,1,1,3,1
,22.1,9.5,0.7,10.6,,GENNEVILLIERS,2025.0,8.0,14.0,13.0,39.583333333333336,3,1,1,2
,22.1,9.3,0.5,10.0,,GENNEVILLIERS,2025.0,8.0,14.0,14.0,38.75000000000001,4,1,1,3
,21.2,8.2,0.4,8.8,,GENNEVILLIERS,2025.0,8.0,14.0,15.0,34.166666666666664,1,2,3,2
,20.1,8.0,0.5,8.6,,GENNEVILLIERS,2025.0,8.0,14.0,16.0,33.333333333333336,1,1,1,2
,20.6,9.6,0.5,10.3,,GENNEVILLIERS,2025.0,8.0,14.0,17.0,40.0,2,1,4,3
,21.0,9.4,0.2,9.7,,GENNEVILLIERS,2025.0,8.0,14.0,18.0,39.16666666666667,3,3,4,2
,21.6,10.1,0.1,10.2,,GENNEVILLIERS,2025.0,8.0,14.0,19.0,42.083333333333336,1,3,1,1
,20.5,10.6,0.0,10.6,,GENNEVILLIERS,2025.0,8.0,14.0,20.0,44.16666666666667,2,3,3,4
,8.6,7.5,0.1,7.7,,GENNEVILLIERS,2025.0,8.0,14.0,21.0,31.250000000000004,3,1,3,1
,5.3,5.9,0.0,5.9,,GENNEVILLIERS,2025.0,8.0,14.0,22.0,24.583333333333336,4,4,2,3
,3.5,6.4,0.1,6.5,,GENNEVILLIERS,2025.0,8.0,14.0,23.0,26.66666666666667,4,1,3,3
,2.5,5.2,0.0,5.2,,GENNEVILLIERS,2025.0,8.0,15.0,0.0,21.666666666666668,3,2,2,3
,1.9,4.7,0.0,4.7,,GENNEVILLIERS,2025.0,8.0,15.0,1.0,19.583333333333336,1,2,2,1
,1.9,5.0,0.0,5.0,,GENNEVILLIERS,2025.0,8.0,15.0,2.0,20.833333333333336,1,2,3,4
,2.2,4.5,0.1,4.5,,GENNEVILLIERS,2025.0,8.0,15.0,3.0,18.75,4,2,1,2
,2.5,5.1,0.0,5.1,,GENNEVILLIERS,2025.0,8.0,15.0,4.0,21.25,4,1,2,4
